license_num,historicallicensenum,status,business_name,dba_name,location_comments,applicant,manager,evening_phone,address,Neighborhood,gpsx,gpsy
LB-98942,CV7AL0061,Active,"BIG NIGHT VENUES BOSTON 1, LLC",RED LANTERN,"Rear entrance to 1st fl. from alley; rear entrance to kitchen from 39 Stanhope St. for stock - in two rooms, bar and kitchen on 1st fl.; one dining room and kitchen on 2nd. fl.;cellar for stock.  Capacity breakdown: 1st fl - 35 @ stools, 206 @ tables and chairs."," BIG NIGHT VENUES BOSTON 1, LLC", JOSEPH KANE,(617)224-6008,41-45   Stanhope ST,Boston,,
LB-98945,CV7AL0065,Active,"BBRG TR, LLC",ATLANTIC FISH COMPANY,"IN ONE ROOM ON GROUND FLOOR WITH KITCHEN, ENTRANCE ON BOYLSTON STREET AND EMERGENCY EXIT IN ALLEY IN REAR; IN ONE ROOM, KITCHEN, STORAGE AND OFFICE IN BASEMENT,  TO INCLUDE AN OUTDOOR SEASONAL PATIO  BETWEEN THE HOURS OF 8:00 A.M - MIDNIGHT. CAPACITY BASEMENT 22, 1'ST FLOOR 173, PATIO 23."," BBRG TR, LLC", Matthew Thomas Sentas,(978)254-5925,761-   Boylston ST,Boston,769373.1178,2952609.961
LB-98946,CV7AL0066,Active,"BBRG TR, LLC",ABE & LOUIE'S,"777-793 Boylston Street; stock in two rooms and one kitchen on the first floor, one room on the second floor, and two rooms in basement level with storage and seasonal patio (operating Apr-Nov with a capacity of 40) on private property with a 12 am closing hour.
"," BBRG TR, LLC", DAVID K. WILSON,(617)527-2836,777-793   Boylston ST,Boston,769270.9785,2952562.639
LB-98953,CV7AL0072,Active,955 LLC,DILLON'S,"In whole of said building including annex referred to as ""BARCODE"" space and to include an outside patio for 80 patrons.", 955 LLC, KELLY A. GLYNN,(617)451-7400,951     Boylston ST,Boston,768143.5731,2952130.811
LB-98955,CV7AL0075,Active,"JAJB, INC.",TAVERN IN THE SQUARE ALLSTON,"REAR ENTRANCE TO ALLEY OFF 87 HARVARD AVENUE FOR STOCK; IN TWO ROOMS ON FIRST FLOOR, KITCHEN AND STOCK IN CELLAR.  ONE ROOM AND ANNUAL ROOFDECK PATIO FOR 150 PERSONS ON 2ND FLOOR FROM 8:00 A.M. - 12:00 A.M. DAILY.  INSIDE CAPACITY BREAKDOWN: 265 PERSONS STANDING; 315 SEATED.  PER BOSTON FIRE DEPARTM"," JAJB, INC.", Maxwell Rosen,(617)877-6443,161-165   Brighton AV,Allston,0,0
LB-98963,CV7AL0084,Active,"WORKSHOP HOSPITALITY 1375, INC.",SWEET CHEEKS & FOOL'S ERRAND,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN AND STORAGE IN THE REAR AND MAIN ENTRANCE ON BOYLSTON STREET.  OUTDOOR PATIO AND SERVICE BAR ON PRIVATE PROPERTY WITH 116 SEATS.  Inside capacity breakdown: @ bar stools - 13; @ other stools - 20; @ tables & chairs - 64; standing - 36.," WORKSHOP HOSPITALITY 1375, INC.", TIFFANI FAISON,(702)370-9870,1381-  Boylston ST,Boston,763925.2471,2950560.68
LB-98978,CV7AL0099,Active,"KBG, INC.",KELLEHER'S BAR & GRILLE,"1410 and 1412 Centre Street - Rear entrance from alley on Knoll Street - Rear entrance for stock; In three rooms on first floor (one of which will be for stock) and Cellar for stock. Capacity breakdown: 62 seated, 37 standing."," KBG, INC.", MICHAEL DELAMERE,6178727978,1410-1420   Centre ST,Roslindale,754599.9707,2932348.297
LB-99124,CV7AL0274,Active,"JACKEENS, INC.",CARRIE NATION,"MAIN ENTRANCE AT 11 BEACON STREET, ONE MAIN ROOM AT THE FRONT WITH KITCHEN AND STORAGE AT REAR OF FRONT ROOM, AND ONE ROOM AT THE REAR WITH BILLIARD TABLES AND STORAGE.  EXITS ON SOMERSET STREET AND AT THE REAR OF 15 BEACON STREET."," JACKEENS, INC.", FRANCESCO LUNARDI,(781)631-6263,11-   Beacon ST,Boston,774608.4435,2955927.052
LB-99141,CV7AL0291,Active,1704 WASHINGTON LLC,TORO,"IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR, STORAGE IN THE BASEMENT AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 16 PATRONS BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M.", 1704 WASHINGTON LLC, KENNETH M. ORINGER,(617)312-9171,1704-  Washington ST,Roxbury,770836.2257,2948093.448
LB-99146,CV7AL0297,Active,"WALLY'S CAF, INC.",WALLY'S CAF,"427 Massachusetts Avenue rear entrance from alley to basement rear emergency exit first floor, one room first floor; kitchen and stockroom in basement.  "," WALLY'S CAF, INC.", ELYNOR POINDEXTER,,427A-427   Massachusetts AVE,Roxbury,769088.5532,2949437.119
LB-99272,CV7AL0442,Active,"FACILITY CONCESSION SERVICES, INC.",CHARLES PLAYHOUSE,In whole of said building. ," FACILITY CONCESSION SERVICES, INC.", JASON M. REED,6178241921,74-78   Warrenton ST,Boston,773437.5345,2952852.577
LB-99283,CV7AL0453,Active,"LEINSTER GROUP, INC.",SCHOLARS,IN ONE LARGE ROOM ON THE FIRST FLOOR WITH BAR; KITCHEN IN REAR.  IN ONE ROOM ON THE MEZZANINE LEVEL WITH BAR. ENTRANCE ON SCHOOL STREET; EXIT AT REAR ON PIE ALLEY.  ADDITIONAL EXITS TO ADJACENT SPACE AT 27 SCHOOL STREET LOCATED ON FIRST FLOOR AND MEZZANINE LEVEL.  Capacity breakdown: 1st fl - 37 @ b," LEINSTER GROUP, INC.", Meaghan P. Ivers,(617)689-1097,25-  School ST,Boston,775342.1371,2955690.31
LB-99286,CV7AL0456,Active,ALASTY CORP.,NAPPER TANDYS,"4187,4189,4191 and 4195 Washington Street - Three rooms, kitchen and storage  first floor; Cellar for stock - with entrance at 4195 Washington Street.", ALASTY CORP., JOHN G. JACOB,(508)660-5405,4187-4195   Washington ST,Roslindale,756986.936,2929971.998
LB-99310,CV7AL0486,Active,"MUSIC HALL DINING, INC.",,"In three rooms with dining and kitchen on the first floor, which is bi-level; in one room for patron/public use, storage, bar, and bathroom facilities in basement.  An office is also located in the basement."," MUSIC HALL DINING, INC.", DOUGLAS BACON,6175439400,10A     Westland AVE,Boston,767937.7914,2950361.73
LB-99317,CV7AL0494,Active,"TAVERN ROAD, INC.",The Smoke Shop BBQ,"ON GROUND LEVEL IN TWO ROOMS; KITCHEN, BAR, TWO SEATING AREAS, RESTROOMS, OFFICE, AND STORAGE. (180 PERSONS TOTAL: 120 PERSONS SEATED; 60 PERSONS STANDING)"," TAVERN ROAD, INC.", AIMEE MAGNER,(617)823-5932,343     Congress ST,Boston,777974.8732,2953105.691
LB-99445,CV7AL0666,Active,"MORTON'S OF CHICAGO/BOSTON SEAPORT, LLC",MORTON'S STEAKHOUSE,"IN ONE ROOM & KITCHEN ON THE 1ST FLOOR WITH ENTRANCES & EXITS TO LOBBY & BOTH SEAPORT BLVD & SEAPORT LANE; BASEMENT FOR STORAGE, WITH AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER ON PRIVATE PROPERTY FOR 54 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M."," MORTON'S OF CHICAGO/BOSTON SEAPORT, LLC", MARK R. MAHONEY,(386)405-6275,2-   Seaport LN,Boston,780285.7692,2952512.335
LB-99455,CV7AL0676,Active,"R.J.A. ENTERPRISES, INC.",LA FAMIGLIA RISTORANTE,"STORAGE AND PREP AREA IN BASEMENT, KITCHEN AND DINING ROOM ON THE FIRST FLOOR, DINING ROOM AND STORAGE ON THE SECOND FLOOR.  CAPACITY BREAKDOWN: 1ST FL - 50; 2ND FL - 75."," R.J.A. ENTERPRISES, INC.", MARYANN GIORGIO,7812892034,112-   Salem ST,Boston,776237.312,2958184.007
LB-99485,CV7ALR0001,Active,"BUDGIE'S BOY'S, INC.",BIRCH STREET BISTRO,"14B BIRCH STREET, ROSLINDALE, MA. 02131. IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE BASEMENT ALSO TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FROM APRIL THROUGH OCTOBER FOR 38 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M."," BUDGIE'S BOY'S, INC.", MARK GARUFI,6179225666,14B     Birch ST,Roslindale,756294.6981,2929749.722
LB-99504,CV7ALR0026,Active,"ZENZERO, LLC",TRADE,IN ONE ROOM ON THE FIRST FLOOR WITH A KITCHEN IN THE REAR.  THE MAIN ENTRANCE ON THE CORNER OF ATLANTIC AND CONGRESS WITH A SECONDARY ENTRANCE LOCATED IN THE LOBBY OF THE APARTMENTS ON ATLANTIC AVENUE.  OFFICE ENTRANCE LOCATED IN THE REAR. INCLUDES OUTDOOR PATIO ON PUBLIC PROPERTY CONTIGUOUS TO THE ," ZENZERO, LLC", IRAKLIS PAPACHRISTOS,(617)799-8714,530-  Atlantic AVE,Boston,776987.116,2954250.243
LB-99629,CV7MW0418,Active,"MOOGY'S SANDWICH SHOP, INC.",MOOGY'S,"IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR, STORAGE IN THE BASEMENT."," MOOGY'S SANDWICH SHOP, INC.", SCOTT SHAFFER,6177876213,154-   Chestnut Hill AVE,Brighton,749633,2949680
LB-99654,CV7MW0468,Active,TRIPLE EIGHT MANAGEMENT CORP.,Station Bistro,"IN TWO DINING ROOMS AND LOUNGE AREA ON THE FIRST FLOOR; SECOND FLOOR CONSISTING OF THREE FUNCTION ROOMS AND ONE DINING ROOM; THIRD FLOOR CONSISTING OF ONE DINING ROOM AND KITCHEN; BASEMENT CONSISTING OF KITCHEN, PREP AREA AND STORAGE.  Capacity breakdown: 1st FL - 156, 2nd FL - 144.", TRIPLE EIGHT MANAGEMENT CORP., LI PEI LIANG,(857)928-8188,20-  Hudson ST,Boston,775104.4056,2953029.107
LB-99873,CV7MWR0050,Active,STRONGBOX CORP.,ROX DINER,"On first floor in 2 rooms, main entrance on Centre Street, service entry, kitchen and storage in rear. Total square footage = +/- 1,400 sf. ", STRONGBOX CORP., JOHN P. FORTIN,6174779073,1881-   Centre ST,West Roxbury,749339,2929450
LB-102001,RETAL0240,Active,"WALGREENS OF MASSACHUSETTS, LLC",WALGREENS #15390,1543 SQUARE FEET LOCATED IN LIQUOR SALES AREA ON MEZZANINE 1 LEVEL OF WALGREENS STORE #15390 AT 10-24 SCHOOL STREET. MAIN ENTRANCE/EXIT LOCATED ON FIRST FLOOR OFF OF SCHOOL STREET.," WALGREENS OF MASSACHUSETTS, LLC", STEPHEN R. BACON,(508)845-2629,10-24   School ST,Boston,,
LB-102032,RETMW0052,Active,WINSTON BROS. INC.,WINSTON FLOWERS,"In one room on first floor, storage in the rear.", WINSTON BROS. INC., David Winston,6172447324,160-   Southampton ST,Roxbury,773342.7446,2946500.134
LB-98812,CLBAL0041,Active,"Tavern in the Square South Station, LLC",Tavern in the Square,," Tavern in the Square South Station, LLC",Salvatore Gesamondo,(,1     South Station  ,Boston,0,0
LB-99259,CV7AL0427,Active,"TAVERN IN THE SQUARE CAUSEWAY STREET, LLC",Tavern in the Square,"In one room, bar and dining area, nine (9) bathrooms, kitchen and storage.  Main entrance on Beverly Street.  Annual outdoor patio with seating capacity for 88, publicly owned by the Massachusetts Department of Transportation and operating Mondays-Sundays from 11:00 A.M.-Midnight.", Tavern in the Square Causeway Street LLC,Giuseppe Arcari,,120-  Beverly ST,Boston,775116.3318,2958465.569
LB-99396,CV7AL0594,Active,"COLUMBUS FISH AND OYSTER, LLC",OSTRA,"FOUR ROOMS ON FIRST FLOOR WITH MAIN DINING, BAR, AND KITCHEN AREA, PRIVATE DINING AND STORAGE TO INCLUDE OUTDOOR SEASONAL DINING FROM APRIL THROUGH OCTOBER ON PRIVATE PROPERTY FOR 48 PATRONS.  ONE CHARLES STREET SOUTH, BOSTON, MA  02116"," COLUMBUS FISH AND OYSTER, LLC",MITCHELL RANDALL,(617)797-4810,1     Charles Street South  ,Boston,0,0
LB-99195,CV7AL0355,Active,"CORNER CAFE, INC..",CORNER CAF,"Bulkhead entrance to cellar for stock;in one room and kitchen on first floor; cellar for stock.  87 1/2 PRINCE STREET, BOSTON, MA  02113"," CORNER CAFE, INC.", RICHARD LONGO,,87-   Prince ST,Boston,776165,2958570
LB-98804,CLBAL0032,Active,"POLISH AMERICAN CITIZENS CLUB OF SOUTH BOSTON,INC.",,Bulkhead in rear for receiving in whole of said building. Maximum capacity 207 for the 1st floor and 246 for 2nd floor.," POLISH AMERICAN CITIZENS CLUB OF SOUTH BOSTON, INC", JOSEPH NOWAK,(,82-84   Boston ST,Dorchester,775608.9422,2944357.985
LB-101663,INNAL0049,Active,"HERSHA HOSPITALITY MANAGEMENT, L.P.",Bulfinch Social at the Boxer Hotel,"IN WHOLE OF SAID, FULL SERVICE, 39, 100 SF HOTEL WITH RESTAURANT AND LOUNGE AND FOUR ENTRANCES/EXITS.   HOTEL MANAGEMENT AGREEMENT BETWEEN HHLP BULFINCH LESSEE, LLC AND HERSHA HOSPITALITY MANAGEMENT, L.P."," HERSHA HOSPITALITY MANAGEMENT, L.P.", KATHLEEN FLANARY,(617)624-0202,119-   Merrimac ST,Boston,774414,2957950
LB-99670,CV7MW0511,Active,"Tasty Burger 5, LLC",Tasty Burger,"In one room with dining area, bar, semi-open kitchen and storage;  two (2) entrances/exits at rear of train station, also including an outdoor patio on State Property off Dartmouth Street for 30 patrons between the hours of 7:00 a.m.-11:00 p.m."," Tasty Burger 5, LLC", DAVID DUBOIS,,145-  Dartmouth ST,Boston,770933.5166,2951862.551
LB-99134,CV7AL0285,Active,"TAVITAS SOUTH STATION, LLC",TAVITAS,ON ONE FLOOR:  IN ONE ROOM BAR/DINING AREA WITH SEATING FOR 47.  KITCHEN AND STORAGE IN REAR.  OUTDOOR CONCOURSE DINING AREA WITH SEATING FOR 21.  MAIN ENTRANCE AND EXIT INSIDE SOUTH STATION.," TAVITAS SOUTH STATION, LLC", GIUSEPPE ARCARI,(617)320-7533,1     South Station  ,Boston,,
LB-98940,CV7AL0059,Active,"Select Oyster, LLC",SELECT OYSTER,," SELECT OYSTER, LLC", MICHAEL SERPA,(617)818-6588,50-   Gloucester ST,Boston,768601.3117,2952340.153
LB-99235,CV7AL0399,Active,"CITY TAP HOUSE FORT POINT, LLC",CITY TAP HOUSE,"10 BOSTON WHARF ROAD; BOSTON, MA 02210-On first floor of a six (6) story building. Indoor dining including Dining Area (+/- 2,029 SF) with seating for one hundred thirty four (134); PDR (+/- 514 SF) with seating for thirty six (36); Bar Dining (+/- 936 SF) with seating for thirty two (32); Bar ar"," CITY TAP HOUSE FORT POINT, LLC", JONATHAN BALL,,10-  Boston Wharf RD,Boston,778580.9107,2952927.183
LB-99535,CV7MW0088,Active,"BAMBOO, INC.",,"IN ONE ROOM ON THE FIRST FLOOR, KITCHEN IN THE REAR, STORAGE IN THE BASEMENT."," BAMBOO CUISINE, INC.", DAVID A. FEIVEN,,1616-1616   Commonwealth AVE,Brighton,752758,2950310
LB-99607,CV7MW0352,Active,"BOP PRODUCTIONS, LLC",BEBOP,"IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR, STORAGE IN THE BASEMENT. AND TO INCLUDE A SEASONAL SIDEWALK PATIO IN AN ENCLOSED AREA ON PRIVATE PROPERTY FOR 18 PATRONS FROM APRIL - OCTOBER BETWEEN THE HOURS OF 7:30 A.M. - Midnight.  Capacity breakdown: Mezzanine - 30; 1st fl - 52; patio - 18."," BOP PRODUCTIONS, LLC", JOANNE O'CONNELL CONROY,,1116-  Boylston ST,Boston,767350.2474,2951667.184
LB-101998,RETAL0237,Active,"BROADWAY SOCIAL WINES, INC.",SOCIAL WINES,"ON GROUND FLOOR, MAIN ENTRANCE AND EXIT ON CORNER OF WEST BROADWAY AND A STREET, EXIT TO STAIRS IN REAR.  STORAGE AND WALK IN COOLER IN REAR."," BROADWAY SOCIAL WINES, INC.", JEWEL SAEED,(646)872-2276,52- W Broadway ,South Boston,776210.0809,2950128.958
LB-99425,CV7AL0627,Active,"DEL FRISCO'S OF BOSTON, LLC",DEL FRISCO'S DOUBLE EAGLE STEAKHOUSE,," DEL FRISCO'S OF BOSTON, LLC", Kathleen Twarowski,,888-  Boylston ST,Boston,768925.3269,2952179.309
LB-99426,CV7AL0628,Active,"BAR AND KITCHEN HOSPITALITY, INC.",DARRYL'S CORNER BAR & KITCHEN,"IN TWO ROOMS ON THE FIRST FLOOR; KITCHEN IN THE REAR, STORAGE IN THE BASEMENT.  Capacity breakdown: 96 seating; 12 standing."," BAR AND KITCHEN HOSPITALITY, INC.", NIA GRACE,(617)536-1100,604-   Columbus AVE,Roxbury,769069,2949110
LB-99345,CV7AL0534,Active,"INSHALLAH, INC.",CRAVE,"In one large room on groud floor (5,300 SF) with kitchen, dining area and bar, storage and office space. "," INSHALLAH, INC.", SUSAN CHENG,,128-   Brighton AVE,Allston,755830.2385,2953744.952
LB-99726,CV7MWL0036,Active,DOLCE FUMO RESTAURANT CORP.,RABIA'S DOLCE FUMO,IN TWO ROOMS ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR., DOLCE FUMO RESTAURANT GROUP CORP., KIM FONTAINE,,71-73   Salem ST,Boston,776215.4668,2957754.504
LB-99234,CV7AL0398,Active,"FLIGHT CLUB SEAPORT, LLC",Flight Club,," FLIGHT CLUB SEAPORT, LLC", Brooke E. Collison,,60-  Seaport BLVD,Boston,778553.9122,2954026.635
LB-99439,CV7AL0648,Active,1928 BEACON HILL LLC,1928 BEACON HILL,IN FOUR ROOMS AND KITCHEN IN THE BASEMENT; SUB-BASEMENT FOR STOCK., 1928 BEACON HILL LLC, Kristen Jenkins,(617)512-2550,97     Mount Vernon ST,Boston,772463.0329,2955799.512
LB-98904,CV7AL0016,Active,"YARD HOUSE USA, INC.",Yard House,," Yard House USA, Inc."," Jose D. Lopez, Jr.",,110-  Huntington AVE,Boston,770009.5403,2951847.133
LB-99640,CV7MW0441,Active,MENYA JIRO SEAPORT INC.,MENYA JIRO,, MENYA JIRO SEAPORT INC., Linda Thi Tong,,50-  Northern AVE,Boston,778847.9395,2954178.712
LB-99008,CV7AL0137,Active,"T AND T ICUISINE, INC.",SAIGON SEAFOOD RESTAURANT,," T AND T ICUISINE, INC.", Truc To Thanh Huynh,(617)367-9302,270-   Adams ST,Dorchester,775596.1433,2934639.703
LB-99068,CV7AL0205,Active,110 Canal License Owner LLC,,"Approx. 7,335SF on one floor consisting of dining room (seating capacity 206), office, storage, kitchen and restrooms. ", 110 Canal License Owner LLC, Martin Zeiff,,112-  Canal ST,Boston,774951.0689,2958125.447
LB-99316,CV7AL0492,Active,BOSTON HOSPITALITY PARTNERS LLC,The Connector and the Collective,, Boston Hospitality Partners LLC, John Luciano,(617)242-9715,115-   Federal ST,Boston,775909.5759,2954524.891
LB-99402,CV7AL0600,Active,"Fan Hall MV Restaurant, LLC",Margaritaville,," Fan Hall MV Restaurant, LLC", Jeremy Ward,(617)973-4887,300     Faneuil Hall Marketplace  ,Boston,776475.2124,2956722.361
LB-99526,CV7MW0062,Active,"DEUTERIO'S, INC.",GALLERIA UMBERTO,Two exits; in one room and kitchen on first floor; basement for stock., DEUTERIO'S INC., PAUL DEUTERIO,,289-  Hanover ST,Boston,776633.4583,2957883.598
LB-98998,CV7AL0126,Active,"A.T.G., INC.",CLERYS,"In two rooms, one to be a function room and kitchen on the first floor and one large function room in basement; also basement for storage with an increase in seating capacity.  Capacity breakdown: bar/lounge - 199; function room - 50; function room - 100."," A.T.G., INC.", NEIL G. GLYNN,(617)451-7400,331-335   Columbus AVE,Boston,771003.3245,2951485.809
LB-99020,CV7AL0151,Active,"P.F. CHANG'S CHINA BISTRO, INC.",P.F. CHANG'S CHINA BISTRO,3 rooms plus kitchen & storage rm on lst floor with main entrance & exit onto Charles St South; 3 emergecy exits onto Charles St South; 3 emergency exits onto alley in back of building onto Charles St South; mezzanine with office & storage space; outdoor seating in front of restaurant on Charles St ," P.F. Chang's China Bistro, Inc.", Freddy Camacho,(516)557-1319,8-  Park Pz,Boston,773208.5194,2953570.423
LB-99219,CV7AL0381,Active,"UNITY SPORTS & CULTURAL CLUB, INC.",UNITY SPORTS,"In three rooms, (members lounge, recreation lounge and main ballroom) Kitchen and storage on first floor."," UNITY SPORTS & CULTURAL CLUB, INC.", CLARENCE COOPER,(617)282-2605,10-   Dunbar AVE,Dorchester,772026.8146,2929627.886
LB-99225,CV7AL0388,Active,"THE BLACK ROSE, INC.",BLACK ROSE,"In one room and kitchen on first floor; cellar for stock and one room and a kitchen on the second floor.  Capacity breakdown: 1st fl - 74 seated, 119 standing; 2nd fl - 81 seated; 139 standing."," THE BLACK ROSE, INC.", SHELDON M. COHEN,(617)451-7400,160-  State ST,Boston,776698.0997,2956375.198
LB-99293,CV7AL0464,Active,"LAST DROP, INC.",THE LAST DROP,Two rear entrances to cellar from privateway and bulkhead entrance to cellar for stock; in two rooms and kitchen on first floor; cellar for stock.  ," LAST DROP, INC.", DOUGLAS F. BACON,(617)262-8417,594A-596   Washington ST,Brighton,0,0
LB-101629,INNAL0015,Active,LONGWOOD HOTEL CORP.,LONGWOOD HOTEL,IN WHOLE OF SAID BUILDING.  (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.), LONGWOOD HOTEL CORP., BRIAN STIGLETS,6175393236,342-   Longwood AVE,Boston,762539,2948520
LB-101637,INNAL0025,Active,"MARRIOTT HOTEL SERVICES, INC.",MARRIOTT LONG WHARF,"At Long Wharf, at the intersection of State Street and Atlantic Avenue on BRA Disposition Parcels A-6 and A-7.  (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.)"," MARRIOTT HOTEL SERVICES, INC.", MATTHEW V. MOORE,(413)246-0938,296-  State ST,Boston,777605.9478,2956611.145
LB-101875,RETAL0052,Active,"BLANCHARD'S LIQUORS, INC.",BLANCHARD'S LIQUORS,Rear entrance and side entrances and rear door for stock; in one room on first floor with additional capacity of 1000 feet; cellar & rooms for storage.," BLANCHARD'S LIQUORS, INC.", CHRISTINE ELDER,(617)327-2330,741-   Centre ST,Jamaica Plain,760337.679,2938526.047
LB-101893,RETAL0077,Active,"MCCARTHY BROTHERS, INC.",MCCARTHY LIQUORS,"ONE ROOM FIRST FLOOR, REAR ROOM FOR STOCK."," MCCARTHY BROTHERS, INC.", RICHARD J. MCCARTHY,(781)231-9044,9     Moulton ST,Charlestown,776016.3799,2962626.719
LB-101898,RETAL0082,Active,"METROPOLITAN LIQUOR ASSOCIATES, INC.",TOP LIQUORS,"On one floor expanded retail space, office space, storage space, (3) three means of egress with storage in the rear. 3,033 Sq. Ft. Total."," METROPOLITAN LIQUOR ASSOCIATES, INC.", GREG STEVENS,,435-439  Hyde Park AVE,Roslindale,759223.7143,2929341.224
LB-98890,CV7AL0003,Active,"BBRG WATERFRONT TR, LLC",JOE'S AMERICAN BAR & GRILL,"One room & kitchen first floor with emergency exits to Commercial Wharf & one to Atlantic Ave. with outdoor patio on Atlantic Ave.And on the deck on the Southerly sides of the first floor, one room and kitchen second floor with emergency exits to Commercial Wharf. The capacity of 138 on 1st floor, 1"," BBRG WATERFRONT TR, LLC", SAMANTHA REYNOLDS,(201)213-9843,100-   Atlantic AVE,Boston,777604,2957250
LB-98898,CV7AL0010,Active,"VILLA FRANCESCA'S, INC.",FRANCESCA'S,"IN TWO ROOMS & KITCHEN ON FIRST FLOOR, TWO ROOMS IN BASEMENT WITH STORAGE.  CAPACITY BREAKDOWN: BASEMENT - 44; 1ST FL - 85."," VILLA FRANCESCA'S, INC.", TOMAS SALMERON,6174076930,150-   Richmond ST,Boston,776550.5774,2957747.709
LB-98919,CV7AL0034,Active,"BIG NIGHT VENUES BOSTON 2, LLC",EMPIRE,PREMISES IS LOCATED ON THE FIRST FLOOR IN ONE LARGE ROOM WITH TWO SEPARATE ENTRANCES/EXITS.  KITCHEN IS LOCATED ON FAR RIGHT OF ROOM AND STORAGE IS BEHIND THE KITCHEN AREA. CAPACITY BREAKDOWN: 540 PERSONS TOTAL: 46- PERSONS BAR STOOLS; 215-PERSONS TABLE & CHAIRS; 297-PERSONS STANDING.  AND TO INCLUD," BIG NIGHT VENUES BOSTON 2, LLC", EDWARD KANE,(339)499-8504,1     Marina Park DR,Boston,0,0
LB-99227,CV7AL0390,Active,"170, LLC",THE GRANARY TAVERN,"170 MILK STREET ENTRANCE - FIRST FLOOR 2 ROOMS, BASEMENT FOR COOKING, STORAGE, STOCK WITH ADDITIONAL BAR AREA AND SEATING FOR DINING.  OUTSIDE SEASONAL PATIO ON PRIVATE LAND WITH 30 SEATS BETWEEN THE HOURS OF 11:00 A.M. - 1:00 A.M.  (CAPACITY BREAKDOWN: 206 PERSONS AS FOLLOWS: STREET LEVEL - 14-PERS"," 170, LLC", LUIS LUNA,(617)536-0937,170-  Milk ST,Boston,777087.7981,2956066.435
LB-99366,CV7AL0562,Active,"BBRG NEWBURY TR, LLC",JOE'S AMERICAN BAR & GRILL,"IN TWO DINING ROOMS AND CAFE WITH BAR AND SEATING IN GREENHOUSE; KITCHEN AND STORAGE IN REAR.  CAPACITY BREAKDOWN: 215 SEATED, 45 STANDING."," BBRG NEWBURY TR, LLC", Samantha Reynolds,(978)471-9223,26-   Exeter ST,Boston,769787.1412,2953071.177
