license_num,historicallicensenum,status,license_type,issued,expires,business_name,dba_name,comments,location_comments,opening,closing,patronsout,capacity,applicant,manager,day_phone,evening_phone,address,city,state,Neighborhood,gpsx,gpsy
LB-98898,CV7AL0010,Active,CV7 All Alc.,2013-11-25,2022-12-31,"VILLA FRANCESCA'S, INC.",FRANCESCA'S,1 ALCOHOL ONLY WITH FOOD,"IN TWO ROOMS & KITCHEN ON FIRST FLOOR, TWO ROOMS IN BASEMENT WITH STORAGE.  CAPACITY BREAKDOWN: BASEMENT - 44; 1ST FL - 85.",,12:30 AM,1:00 AM,129.0," VILLA FRANCESCA'S, INC.", TOMAS SALMERON,,6174076930,150-   Richmond ST,Boston,MA,Downtown_North_End,776550.577438936,2957747.7089745
LB-98890,CV7AL0003,Active,CV7 All Alc.,2013-11-25,2022-12-31,"BBRG WATERFRONT TR, LLC",JOE'S AMERICAN BAR & GRILL,1 Table seating Only 2 No Standees 3 Alcoholic beverages with menu items only after 6 PM 4 Must be off patio 11 00 P M,"One room & kitchen first floor with emergency exits to Commercial Wharf & one to Atlantic Ave. with outdoor patio on Atlantic Ave.And on the deck on the Southerly sides of the first floor, one room and kitchen second floor with emergency exits to Commercial Wharf. The capacity of 138 on 1st floor, 1",,1:00 AM,1:30 AM,384.0," BBRG WATERFRONT TR, LLC", SAMANTHA REYNOLDS,,(201)213-9843,100-   Atlantic AVE,Boston,MA,Chinatown_Financial_District,777603.999999911,2957250.00001404
LB-101915,RETAL0112,Active,Retail All Alc.,2013-11-25,2022-12-31,"ORIENT LIQUOR MART, INC.",WOODY'S LIQUORS,Board acknowledged granted petition to open 10 00 m on Sundays,"THREE ROOMS FIRST FLOOR, CELLAR FOR STOCK.  ",,11:00 PM,,0.0," ORIENT LIQUOR MART, INC.", JOHN G. WOOD,,6177767191,1035-   Saratoga ST,East Boston,MA,East_Boston,789826.105003297,2966072.21163826
LB-99751,CV7MWL0079,Active,CV7 Malt Wine Liq.,2013-11-25,2022-12-31,"Broken Records Beer Hall, LLC",Broken Records Beer Hall,,,,2:00 AM,2:30 AM,280.0," Broken Records Beer Hall, LLC", Thomas Shea,,6173675915,81-85  Guest St,Brighton,MA,Brighton,752185.472275188,2955113.2296169
LB-101901,RETAL0085,Active,Retail All Alc.,2013-11-25,2022-12-31,"BLANCHARD'S WEST ROXBURY, INC.",BLANCHARD'S,Board granted petition to open 10 00 m on Sundays,"418 LAGRANGE STREET - TO INCLUDE AN ADJACENT 2-STORY ADDITION ON THE SOUTH SIDE OF THE LICENSED PREMISES - IN ONE LARGE ROOM ON THE FIRST FLOOR; CELLAR FOR STOCK AND FOUR ROOMS ON 2ND FLOOR 2 OFFICES, ONE CONFERENCE ROOM AND A KITCHENETTE.",,11:00 PM,,0.0," BLANCHARD'S WEST ROXBURY, INC.", CHRISTINE C. ELDER,,,418     Lagrange ST,West Roxbury,MA,West_Roxbury,748565.326948866,2927492.16574633
LB-99229,CV7AL0392,Active,CV7 All Alc.,2013-11-25,2022-12-31,"150 CANAL STREET, INC.",,1 ALCOHOL SERVICE WITH FOOD ONLY 2 00 M CLOSING 3 PATIO TO BE STAFFED ALL TIMES,IN ONE LARGE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR ENTRANCE/EXIT ON CANAL STREET; EMERGENCY EXIT ON SIDE OF BUILDING. AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 32 PATRONS.   DPW LAND,,2:00 AM,2:30 AM,544.0," 150 CANAL STREET, INC.", AUSTIN O'CONNOR,,,150-   Canal ST,Boston,MA,neighborhood doesn't match,774861.268093362,2958267.98855899
LB-99349,CV7AL0539,Active,CV7 All Alc.,2013-11-25,2022-12-31,224 BOSTON RESTAURANT LLC,224 BOSTON,Alcoholic beverages to be served only in conjunction with food,"Two connected rooms with entrances on Boston Street - Kitchen on the first floor, outside patio, and basement for stock.",,1:00 AM,1:30 AM,69.0, 224 BOSTON RESTAURANT LLC, ERIC AULENBACK,,,224-   Boston ST,Dorchester,MA,Dorchester,774927.999997422,2942770.00000055
LB-99378,CV7AL0574,Active,CV7 All Alc.,2013-11-25,2022-12-31,"CALIFORNIA PIZZA KITCHEN,INC.",CALIFORNIA PIZZA KITCHEN,<STRONG><U></U></STRONG>,"800 Boylston St,Prudential Center #155; In one room on first floor, kitchen in rear, storage in basement. 175 patrons inside (168 seating, 7 standing), also, outdoor seasonal patio, for 26 patrons, which will close at 10:00 p.m.",,1:00 AM,1:30 AM,175.0," CALIFORNIA PIZZA KITCHEN, INC.", Jose Grateraux,,,800     Boylston ST,Boston,MA,Back_Bay,769309.897281354,2951861.40995205
LB-99602,CV7MW0330,Active,CV7 Malt Wine,2013-11-25,2022-12-31,"NINO INDICIANI, INDIVIDUAL",NINO'S PIZZA,,In one room on the first floor; kitchen and storage in the rear.,,MIDNIGHT,12:30 AM,24.0," NINO INDICIANI, INDIVIDUAL", NINO  INDICIANI,,(617)523-3974,79-   Charles ST,Boston,MA,neighborhood doesn't match,772273.25074695,2955915.1727168
LB-102019,RETMW0030,Active,Retail Malt Wine,2013-11-25,2022-12-31,EMPORIO ANDUJAR CORPORATION,TODESCA'S MARKET,Board acknowledges granted petition to open 10 00 m on Sundays,In one room on the first floor; basement for storage.,,11:00 PM,,0.0, EMPORIO ANDUJAR CORPORATION, MANUEL A. ANDUJAR,(617)323-4323,,4441-   Washington ST,Roslindale,MA,Roslindale,755107.425162956,2927577.6303544
LB-99595,CV7MW0292,Active,CV7 Malt Wine,2013-11-25,2022-12-31,ANTHONY OLIVIERO & LUIGI SODANO,II NIDO,,"On ground floor, dining room, with kitchen, office and storage on lower level.  CAPACITY BREAKDOWN: BASEMENT - 40; 1ST FL - 40.",,MIDNIGHT,12:30 AM,80.0, ANTHONY OLIVIERO & LUIGI SODANO, ANTHONY OLIVIERO,,,257-259   North ST,Boston,MA,Downtown_North_End,777271.786719605,2957866.08020662
LB-99352,CV7AL0544,Active,CV7 All Alc.,2013-11-25,2021-12-31,PACIFIC THEATRES EXHIBITION CORP.,ARCLIGHT CINEMAS,,,,2:00 AM,2:30 AM,1128.0, PACIFIC THEATRES EXHIBITION CORP., TAL HAGIGI,,,100     Legends WA,Boston,MA,neighborhood doesn't match,0.0,0.0
LB-99426,CV7AL0628,Active,CV7 All Alc.,2013-11-25,2022-12-31,"BAR AND KITCHEN HOSPITALITY, INC.",DARRYL'S CORNER BAR & KITCHEN,,"IN TWO ROOMS ON THE FIRST FLOOR; KITCHEN IN THE REAR, STORAGE IN THE BASEMENT.  Capacity breakdown: 96 seating; 12 standing.",,2:00 AM,2:30 AM,108.0," BAR AND KITCHEN HOSPITALITY, INC.", NIA GRACE,,(617)536-1100,604-   Columbus AVE,Roxbury,MA,South_End,769068.999991968,2949110.00000645
LB-98927,CV7AL0046,Active,CV7 All Alc.,2013-11-25,2022-12-31,"COPPERSMITH HALL, LLC",,,,,1:00 AM,1:30 AM,360.0," COPPERSMITH HALL, LLC", DUHAMELLE S. SENAT,(617)828-1760,,40- W Third ST,South Boston,MA,South_Boston,776786.503474512,2950079.80075706
LB-99526,CV7MW0062,Active,CV7 Malt Wine,2013-11-25,2022-12-31,"DEUTERIO'S, INC.",GALLERIA UMBERTO,       ,Two exits; in one room and kitchen on first floor; basement for stock.,,1:00 AM,1:30 AM,64.0, DEUTERIO'S INC., PAUL DEUTERIO,,,289-  Hanover ST,Boston,MA,Downtown_North_End,776633.458271012,2957883.59780663
LB-99289,CV7AL0459,Active,CV7 All Alc.,2013-11-25,2022-12-31,"PLEASANT, INC.",PLEASANT CAFÉ,       ,"4511, 4515, 4517, 4519 Washington St; rear exit at 4511 & 4515 Wash. St. & kit. exit at 4519 Wash. St; in 2 rms & kit. in the 1st fl; cellar for stock-with no increase in capacity",,1:00 AM,1:30 AM,195.0," PLEASANT, INC.", JOHN F. MORGAN,,(617)323-2111,4511-4519   Washington ST,Roslindale,MA,Roslindale,,
LB-99288,CV7AL0458,Active,CV7 All Alc.,2013-11-25,2022-12-31,"BRANNELLY'S CAFE, INC.",J.J. BRANNELLY'S,       ,"4432, 4434A Washington St., rear entrance from yard for stock- Two rooms and kitchen first floor, cellar for stock- capacity 179 - an increase of 73 persons.",,2:00 AM,2:30 AM,179.0," BRANNELLY'S CAFE, INC.", THOMAS BRANNELLY,,(617)323-6700,4432-4434   Washington ST,Roslindale,MA,Roslindale,0.0,0.0
LB-99281,CV7AL0451,Active,CV7 All Alc.,2013-11-25,2022-12-31,"BROUGHTON ENTERPRISES, INC.",THE MIDWAY CAFÉ,       ,"3496,3498 WASHINGTON STREET; EMERGENCY EXIT FROM REAR OF DINING ROOM; BULKHEAD ENTRANCE TO CELLAR FOR STOCK - ONE LARGE ROOM AND KITCHEN FIRST FLOOR; CELLAR FOR STOCK.  Capacity breakdown: 35 seated, 64 standing.",,2:00 AM,2:30 AM,99.0," BROUGHTON ENTERPRISES, INC.", JAY A. BALERNA,,(617)328-3886,3492-3498   Washington ST,Jamaica Plain,MA,Jamaica_Plain,762357.671089709,2936880.77001107
LB-99234,CV7AL0398,Active,CV7 All Alc.,2013-11-25,2022-12-31,"FLIGHT CLUB SEAPORT, LLC",Flight Club,,,,2:00 AM,2:30 AM,240.0," FLIGHT CLUB SEAPORT, LLC", Brooke E. Collison,,,60-  Seaport BLVD,Boston,MA,neighborhood doesn't match,778553.9122424,2954026.63490403
LB-101899,RETAL0083,Active,Retail All Alc.,2013-11-25,2022-12-31,SHIVAM BABA CORP,ATLAS LIQUORS,Board granted petition to open 10 00 m on Sundays,In one room on first floor with one exit for loading at rear of building and basement for stock.,,11:00 PM,,0.0, SHIVAM BABA CORP,Amish Patel,,,591-  Hyde Park AVE,Roslindale,MA,Roslindale,759233.127182812,2927391.86552224
LB-99100,CV7AL0240,Active,CV7 All Alc.,2013-11-25,2022-12-31,"K.M.F. HOSPITALITY, INC.",,,"IN TWO ROOMS AND KITCHEN ON FIRST FLOOR, CELLAR FOR STOCK.  ONE ROOM ON SECOND FLOOR, IN ONE ROOM ON GROUND FLOOR WITH BASEMENT FOR STORAGE.",,2:00 AM,2:30 AM,460.0," K.M.F. HOSPITALITY, INC.", CHRISTINE M. FREEMAN,,(617)451-7400,156-166   Milk ST,Boston,MA,Chinatown_Financial_District,0.0,0.0
LB-101862,RETAL0032,Active,Retail All Alc.,2013-11-25,2022-12-31,563 BOYLSTON INC.,WHISKEY & WINE BACK BAY,NO NIPS,In one room on the first floor with cellar for stock.,,11:00 PM,,0.0, 563 BOYLSTON INC., KRUPA PATEL,,(781)932-0726,563     Boylston ST,Boston,MA,Fenway_Kenmore,770705.260569483,2953100.86551417
LB-98979,CV7AL0100,Active,CV7 All Alc.,2013-11-25,2022-12-31,"1732 CENTRE STREET,INC.",WEST,ALCOHOLIC BEVERAGES TO BE SERVED WITH BRUNCH ON SUNDAYS BEGINNING 11 00 AM CAPACITY BREAKDOWN 1ST FL 133 SEATED 107 STANDING LOWER LEVEL 38 12 SEASONAL PATIO 18,"UNNUMBERED ENTRANCE ON BELGRADE AVENUE AND ADDITIONAL ENTRANCE/EXITS ON CENTRE STREET IN 3 ROOMS AND KITCHEN ON 1ST FLOOR; IN 1 ROOM AND KITCHEN ON 1ST FLOOR; IN 1 ROOM & KITCHEN, PREP AREA & RESTROOMS IN BASEMENT W/ 2 EXITS AT REAR AND TO INCLUDE A SEASONAL OUTDOOR PATIO FROM APRIL - OCTOBER FOR 18",,2:00 AM,2:30 AM,290.0," 1732 CENTRE STREET,INC.",JOSEPH GREENE,,(617)323-4199,1732-1736   Centre ST,West Roxbury,MA,West_Roxbury,0.0,0.0
LB-99629,CV7MW0418,Active,CV7 Malt Wine,2013-11-25,2022-12-31,"MOOGY'S SANDWICH SHOP, INC.",MOOGY'S,NO BAR B ALCOHOL WITH FOOD ONLY CAPACITY 65 SEATING 11 STANDING,"IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR, STORAGE IN THE BASEMENT.",,11:00 PM,11:30 PM,76.0," MOOGY'S SANDWICH SHOP, INC.", SCOTT SHAFFER,,6177876213,154-   Chestnut Hill AVE,Brighton,MA,Brighton,749633.000005871,2949680.00000699
LB-99067,CV7AL0204,Active,CV7 All Alc.,2013-11-25,2022-12-31,Stark Hospitality LLC,Hue,BOTTLE SERVICE APPROVED BLB 5 19 08,,,2:00 AM,2:30 AM,510.0," Stark Hospitality, LLC", Nicholas Saber,,(617)787-0520,90-  Exeter ST,Boston,MA,Back_Bay,770020.503928855,2952343.47261746
LB-99654,CV7MW0468,Active,CV7 Malt Wine,2013-11-25,2022-12-31,TRIPLE EIGHT MANAGEMENT CORP.,Station Bistro,,"IN TWO DINING ROOMS AND LOUNGE AREA ON THE FIRST FLOOR; SECOND FLOOR CONSISTING OF THREE FUNCTION ROOMS AND ONE DINING ROOM; THIRD FLOOR CONSISTING OF ONE DINING ROOM AND KITCHEN; BASEMENT CONSISTING OF KITCHEN, PREP AREA AND STORAGE.  Capacity breakdown: 1st FL - 156, 2nd FL - 144.",,2:00 AM,2:30 AM,225.0, TRIPLE EIGHT MANAGEMENT CORP., LI PEI LIANG,,(857)928-8188,20-  Hudson ST,Boston,MA,Chinatown_Financial_District,775104.405593518,2953029.10739529
LB-99570,CV7MW0223,Active,CV7 Malt Wine Liq.,2013-11-25,2022-12-31,"BEACON HILL HOSPITALITY GROUP, INC.",BIN 26 ENOTECA,AS PER AGREEMENT BETWEEN LICENSEE BEACON HILL CIVIC ASSOCIATION 1 PREMISES SHALL HAVE CAPACITY NO GREATER THAN 64 PERSONS WITH DINING COUNTER MORE 13 SEATED STANDING PATRONS 2 VACATE LATER MIDNIGHT 3 ALCOHOL TO BE SERVED ONLY IN CONJUNCTION FOOD,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR AND STORAGE IN THE BASEMENT.,,MIDNIGHT,12:30 AM,64.0," BEACON HILL HOSPITALITY GROUP, INC.", AZITA BINA,,6176500076,20-26   Charles ST,Boston,MA,neighborhood doesn't match,772406.18069908,2955281.7364282
LB-99567,CV7MW0212,Active,CV7 Malt Wine,2013-11-25,2022-12-31,THAITATION LLC,THAITATION,PATIO CONDITIONS 1 ALCOHOL TO BE SERVED WITH FOOD ONLY 2 STAFFED ALL TIMES 3 11 00 P M CLOSING ON,ONE ROOM USED FOR DINING AND KITCHEN ON FIRST FLOOR; STORAGE IN BASEMENT.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 8 PATRONS.,,MIDNIGHT,12:30 AM,44.0, THAITATION LLC, KEANGKAIYOT CHOURATTANA,,8572044696,129-   Jersey ST,Boston,MA,Fenway_Kenmore,765129.999988303,2950030.00000732
LB-99559,CV7MW0180,Active,CV7 Malt Wine,2013-11-25,2022-12-31,"CARMEN CARTAGENA RIVERA, INDIVIDUAL",MONDONGUITO RESTAURANT,       ,"Rear exit to parking lot for emergency; In one room and kitchen on first floor, cellar for stock.",,1:00 AM,1:30 AM,48.0," CARMEN CARTAGENA RIVERA, INDIVIDUAL", CARMEN CARTAGENA RIVERA,,(617)522-3672,221-   Dudley ST,Roxbury,MA,neighborhood doesn't match,769564.78725642,2944965.2233306
LB-99318,CV7AL0495,Active,CV7 All Alc.,2013-11-25,2022-12-31,"Den Cinco, LLC ",Borrachito/The Garret Boston,,,,2:00 AM,2:30 AM,0.0," Den Cinco, LLC", Monroe Gavin Moseley,,(,70-  Pier 4 Bl,Boston,MA,neighborhood doesn't match,779337.218065562,2952875.4790283
LB-102032,RETMW0052,Active,Retail Malt Wine,2013-11-25,2022-12-31,WINSTON BROS. INC.,WINSTON FLOWERS,1 LICENSED TO SELL WINE ONLY 2 BE USED GIFT BASKETS,"In one room on first floor, storage in the rear.",,6:00 PM,,0.0, WINSTON BROS. INC., David Winston,,6172447324,160-   Southampton ST,Roxbury,MA,South_End,773342.74463594,2946500.13357203
LB-101629,INNAL0015,Active,Inn. All Alc.,2013-11-25,2022-12-31,LONGWOOD HOTEL CORP.,LONGWOOD HOTEL,11 00 M OPENING ON SUNDAYS SALE ALCOHOLIC BEVERAGES WITH BRUNCH,IN WHOLE OF SAID BUILDING.  (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),,2:00 AM,,0.0, LONGWOOD HOTEL CORP., BRIAN STIGLETS,,6175393236,342-   Longwood AVE,Boston,MA,Back_Bay,762538.999985889,2948520.0000059
LB-99706,CV7MWL0007,Active,CV7 Malt Wine Liq.,2013-11-25,2022-12-31,"RISTORANTE LIMONCELLO, INC.",Limoncello Restaurant,,EXITS IN REAR; IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR; CELLAR FOR STOCK.,,1:00 AM,1:30 AM,120.0," RISTORANTE LIMONCELLO, INC.", MAURIZIO BADOLATO,,6178186494,190-   North ST,Boston,MA,Downtown_North_End,776711.999999076,2957760.00001451
LB-98961,CV7AL0082,Active,CV7 All Alc.,2013-11-25,2022-12-31,ROCK BOTTOM GROUP LLC,ROCK BOTTOM RESTAURANT & BREWERY & BREWERY,,"115 STUART STREET/8 PARK PLAZA - IN ONE ROOM ON THE FIRST FLOOR CONSISTING A RESTAURANT, BAR LOUNGE AREA, A DINING AREA, KITCHEN AND STORAGE ON THE FIRST FLOOR; ALSO SEASONAL OUTDOOR PATIO WITH CAPACITY OF 40.  ",,2:00 AM,2:30 AM,239.0, ROCK BOTTOM GROUP LLC, MARK LEVINE,,(617)742-2739,115-   Stuart ST,Boston,MA,Back_Bay,773620.9999962,2953370.00001043
LB-99336,CV7AL0518,Active,CV7 All Alc.,2013-11-25,2022-12-31,"J.J. FOLEY'S GRILL, INC.",J.J. FOLEY'S,1 To Open 10 00 M Food 11 on Sundays sale Alcoholic Beverages with Brunch,In one large room on the first floor with an enlarged kitchen area; one room on Mezzanine level; one large room in basement for stock.  Capacity breakdown: dining room - 134; bar - 85.,,2:00 AM,2:30 AM,219.0," J.J. FOLEY'S GRILL, INC.", JAMES F. FOLEY,,(617)695-2529,21-  Kingston ST,Boston,MA,Chinatown_Financial_District,775323.522557795,2954271.49188326
LB-101637,INNAL0025,Active,Inn. All Alc.,2013-11-25,2022-12-31,"MARRIOTT HOTEL SERVICES, INC.",MARRIOTT LONG WHARF,VALET PARKING PROVIDED 10 00 M ON SUNDAYS SALE ALCOHOLIC BEVERAGES WITH BRUNCH,"At Long Wharf, at the intersection of State Street and Atlantic Avenue on BRA Disposition Parcels A-6 and A-7.  (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.)",,2:00 AM,2:30 AM,0.0," MARRIOTT HOTEL SERVICES, INC.", MATTHEW V. MOORE,,(413)246-0938,296-  State ST,Boston,MA,Chinatown_Financial_District,777605.947794752,2956611.14463843
LB-98946,CV7AL0066,Active,CV7 All Alc.,2013-11-25,2022-12-31,"BBRG TR, LLC",ABE & LOUIE'S,1 Patio to close Midnight 2 No more than forty patrons 3 After 8PM all alcoholic beverages orders must be accompanied food 4 Barrier set off patio from side walk 5 All trash stored in dumpsters ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10 00 M,"777-793 Boylston Street; stock in two rooms and one kitchen on the first floor, one room on the second floor, and two rooms in basement level with storage and seasonal patio (operating Apr-Nov with a capacity of 40) on private property with a 12 am closing hour.",,2:00 AM,2:30 AM,425.0," BBRG TR, LLC", DAVID K. WILSON,,(617)527-2836,777-793   Boylston ST,Boston,MA,Back_Bay,769270.978520155,2952562.63869767
LB-99504,CV7ALR0026,Active,CV7 All Alc. Restrict.,2013-11-25,2022-12-31,"ZENZERO, LLC",TRADE,,IN ONE ROOM ON THE FIRST FLOOR WITH A KITCHEN IN THE REAR.  THE MAIN ENTRANCE ON THE CORNER OF ATLANTIC AND CONGRESS WITH A SECONDARY ENTRANCE LOCATED IN THE LOBBY OF THE APARTMENTS ON ATLANTIC AVENUE.  OFFICE ENTRANCE LOCATED IN THE REAR. INCLUDES OUTDOOR PATIO ON PUBLIC PROPERTY CONTIGUOUS TO THE ,,2:00 AM,2:30 AM,235.0," ZENZERO, LLC", IRAKLIS PAPACHRISTOS,,(617)799-8714,530-  Atlantic AVE,Boston,MA,Chinatown_Financial_District,776987.116016773,2954250.24314322
LB-101875,RETAL0052,Active,Retail All Alc.,2013-11-25,2022-12-31,"BLANCHARD'S LIQUORS, INC.",BLANCHARD'S LIQUORS,Board granted petition to open 10 00 m on Sundays,Rear entrance and side entrances and rear door for stock; in one room on first floor with additional capacity of 1000 feet; cellar & rooms for storage.,,11:00 PM,,0.0," BLANCHARD'S LIQUORS, INC.", CHRISTINE ELDER,,(617)327-2330,741-   Centre ST,Jamaica Plain,MA,Jamaica_Plain,760337.679023832,2938526.0465246
LB-99607,CV7MW0352,Active,CV7 Malt Wine Liq.,2013-11-25,2022-12-31,"BOP PRODUCTIONS, LLC",BEBOP,INDOOR CONDITIONS 1 MALT WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 2 NO BAR PATIO ALCOHOL STAFFED ALL TIMES 3 MIDNIGHT CLOSING HOUR Granted with 7am opening food 11 am alcohol,"IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR, STORAGE IN THE BASEMENT. AND TO INCLUDE A SEASONAL SIDEWALK PATIO IN AN ENCLOSED AREA ON PRIVATE PROPERTY FOR 18 PATRONS FROM APRIL - OCTOBER BETWEEN THE HOURS OF 7:30 A.M. - Midnight.  Capacity breakdown: Mezzanine - 30; 1st fl - 52; patio - 18.",,1:00 AM,1:30 AM,100.0," BOP PRODUCTIONS, LLC", JOANNE O'CONNELL CONROY,(617)727-3040,,1116-  Boylston ST,Boston,MA,Fenway_Kenmore,767350.247446358,2951667.18352884
LB-99418,CV7AL0616,Active,CV7 All Alc.,2013-11-25,2022-12-31,"IRISH PUB, INC.",ERIE PUB,,"REAR OF 791 ADAMS STREET,FOR STOCK; REAR ENTRANCE AND BULKHEAD TO CELLAR ON 795 ADAMS STREET FOR STOCK; IN ONE ROOM ON THE FIRST FLOOR, CELLAR FOR STOCK.",,MIDNIGHT,12:30 AM,101.0," Irish Pub, Inc.", JOHN P. STENSON,,6174360088,795-  Adams ST,Dorchester,MA,Dorchester,776307.920382708,2928523.70491528
LB-98942,CV7AL0061,Active,CV7 All Alc.,2013-11-25,2022-12-31,"BIG NIGHT VENUES BOSTON 1, LLC",RED LANTERN,BOTTLE SERVICE GRANTED BLB,"Rear entrance to 1st fl. from alley; rear entrance to kitchen from 39 Stanhope St. for stock - in two rooms, bar and kitchen on 1st fl.; one dining room and kitchen on 2nd. fl.;cellar for stock.  Capacity breakdown: 1st fl - 35 @ stools, 206 @ tables and chairs.",,2:00 AM,2:30 AM,299.0," BIG NIGHT VENUES BOSTON 1, LLC", JOSEPH KANE,,(617)224-6008,41-45   Stanhope ST,Boston,MA,Back_Bay,,
LB-98953,CV7AL0072,Active,CV7 All Alc.,2013-11-25,2022-12-31,955 LLC,DILLON'S,1 Trash Picked up 3 times week 2 Discount Parking Alcohol shall be served only in conjunction with food ordered from menu all table seats booths patio Food will available 14 bar stools 12 high top 4 Patio service end no later than Midnight,"In whole of said building including annex referred to as ""BARCODE"" space and to include an outside patio for 80 patrons.",,2:00 AM,2:30 AM,264.0, 955 LLC, KELLY A. GLYNN,,(617)451-7400,951     Boylston ST,Boston,MA,Back_Bay,768143.573131111,2952130.81098944
LB-99726,CV7MWL0036,Active,CV7 Malt Wine Liq.,2013-11-25,2022-12-31,DOLCE FUMO RESTAURANT CORP.,RABIA'S DOLCE FUMO,Malt Wine with Liqueurs to be served only in conjunction meals,IN TWO ROOMS ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,,11:00 PM,11:30 PM,62.0, DOLCE FUMO RESTAURANT GROUP CORP., KIM FONTAINE,(617)227-6637,,71-73   Salem ST,Boston,MA,Downtown_North_End,776215.466814622,2957754.50404651
LB-99402,CV7AL0600,Active,CV7 All Alc.,2013-11-25,2021-12-31,"Fan Hall MV Restaurant, LLC",Margaritaville,,,,2:00 AM,2:30 AM,296.0," Fan Hall MV Restaurant, LLC", Jeremy Ward,,(617)973-4887,300     Faneuil Hall Marketplace  ,Boston,MA,Chinatown_Financial_District,776475.212413524,2956722.3607067
LB-99485,CV7ALR0001,Active,CV7 All Alc. Restrict.,2013-11-25,2022-12-31,"BUDGIE'S BOY'S, INC.",BIRCH STREET BISTRO,,"14B BIRCH STREET, ROSLINDALE, MA. 02131. IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE BASEMENT ALSO TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FROM APRIL THROUGH OCTOBER FOR 38 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.",,MIDNIGHT,12:30 AM,118.0," BUDGIE'S BOY'S, INC.", MARK GARUFI,,6179225666,14B     Birch ST,Roslindale,MA,Roslindale,756294.698114864,2929749.72156002
LB-99830,CV7MWL0184,Active,CV7 Malt Wine Liq.,2013-11-25,2022-12-31,"THE BREWER'S FORK, LLC",BREWER'S FORK,,"IN ONE ROOM ON FIRST FLOOR WITH A BAR WITH 18 SEATS, WITH KITCHEN AND EMERGENCY EXIT IN REAR, WITH SEASONAL OUTDOOR SEATING ON PRIVATE PROPERTY FOR 24 PATRONS BETWEEN THE HOURS OF 11:00 A.M.-MIDNIGHT.  CELLAR FOR STOCK.",,12:00 AM,12:30 AM,115.0," THE BREWER'S FORK, LLC", MICHAEL AUSTIN COONEY,(617)429-6517,,29-  Bunker Hill ST,Charlestown,MA,Charlestown,775996.950324932,2962598.18651174
LB-99455,CV7AL0676,Active,CV7 All Alc.,2013-11-25,2022-12-31,"R.J.A. ENTERPRISES, INC.",LA FAMIGLIA RISTORANTE,1 NO BAR 2 ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS,"STORAGE AND PREP AREA IN BASEMENT, KITCHEN AND DINING ROOM ON THE FIRST FLOOR, DINING ROOM AND STORAGE ON THE SECOND FLOOR.  CAPACITY BREAKDOWN: 1ST FL - 50; 2ND FL - 75.",,MIDNIGHT,12:30 AM,125.0," R.J.A. ENTERPRISES, INC.", MARYANN GIORGIO,,7812892034,112-   Salem ST,Boston,MA,Downtown_North_End,776237.312030643,2958184.00743891
LB-101998,RETAL0237,Active,Retail All Alc.,2013-11-25,2022-12-31,"BROADWAY SOCIAL WINES, INC.",SOCIAL WINES,Board acknowledges granted petition to open 10 00 m on Sundays,"ON GROUND FLOOR, MAIN ENTRANCE AND EXIT ON CORNER OF WEST BROADWAY AND A STREET, EXIT TO STAIRS IN REAR.  STORAGE AND WALK IN COOLER IN REAR.",,10:00 PM,,0.0," BROADWAY SOCIAL WINES, INC.", JEWEL SAEED,,(646)872-2276,52- W Broadway ,South Boston,MA,South_Boston,776210.080893212,2950128.95822463
LB-99195,CV7AL0355,Active,CV7 All Alc.,2013-11-25,2022-12-31,"CORNER CAFE, INC..",CORNER CAFÉ,       ,"Bulkhead entrance to cellar for stock;in one room and kitchen on first floor; cellar for stock.  87 1/2 PRINCE STREET, BOSTON, MA  02113",,2:00 AM,2:30 AM,32.0," CORNER CAFE, INC.", RICHARD LONGO,,,87-   Prince ST,Boston,MA,Downtown_North_End,776164.99999857,2958570.00001527
